Text,Class,PureText,ConEmoji,Emojis,Con_emoji_meanings
  පලයන් හූනූ පැටියෝ යන්න දෙහි ගෙඩි දෙකක් තරම් උස එනවා මාව මරන්න 😂,Neutral,  අනේ පලයන් හූනූ පැටියෝ යන්න දෙහි ගෙඩි දෙකක් තරම් උස නෑ එනවා මාව මරන්න ,😂,😂,face tears joy
  සිංහල  ඊෂා අම්බානි ඉන්දියාවේ ධනවත් පුද්ගලයාගේ දියණියගේ උත්කර්ෂවත් විවාහය     ,Neutral,  සිංහල  ඊෂා අම්බානි ඉන්දියාවේ ධනවත් ම පුද්ගලයාගේ දියණියගේ උත්කර්ෂවත් විවාහය     ,,,
 ආච්චිට සීයා හම්බ වුනොත් හුරගෙන කනවලු     ,Neutral, ආච්චිට සීයා හම්බ වුනොත් හුරගෙන කනවලු     ,,,
   සිංහල  අකිල ධනංජයගේ පන්දු යැවීමේ විලාසය නීති විරෝධීයි  අයිසීසී     ,sports,   සිංහල  අකිල ධනංජයගේ පන්දු යැවීමේ විලාසය නීති විරෝධීයි  අයිසීසී     ,,,
   සිංහල  ලංකාවේ දේශපාලන අර්බුදය සති හයක් ඉක්මවා ගිය අර්බුදයේ සුවිශේෂ අවස්ථා     ,Political,   සිංහල  ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය සති හයක් ඉක්මවා ගිය අර්බුදයේ සුවිශේෂ අවස්ථා     ,,,
   සිංහල  ලංකාවේ දේශපාලන අර්බුදය ජනපති මෛත්‍රීපාල සිරිසේනගේ මානසික සෞඛ්‍යය අභියාචනාධිකරණයට පෙත්සමක් … ,Political,   සිංහල  ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය ජනපති මෛත්‍රීපාල සිරිසේනගේ මානසික සෞඛ්‍යය ගැන අභියාචනාධිකරණයට පෙත්සමක් … ,,,
   සිංහල  ලංකාවේ දේශපාලන අර්බුදය විසඳීමට ජනපති දුන් සහතික කාලය දිනකින් අවසන්     ,Political,   සිංහල  ශ්‍රී ලංකාවේ දේශපාලන අර්බුදය විසඳීමට ජනපති දුන් සහතික කාලය තව දිනකින් අවසන්     ,,,
   ලංකාව මෆියාලන්තය ඡනාධිපතිමෆියාඅධිපති අගමැතිමෆියාපති අැමතිමෆියාමැති නියොඡය අැමති නියොඡය මෆියාමැති ම… ,Political,   ලංකාව මෆියාලන්තය ඡනාධිපතිමෆියාඅධිපති අගමැතිමෆියාපති අැමතිමෆියාමැති නියොඡය අැමති නියොඡය මෆියාමැති ම… ,,,
 ගරාජ් රස්සාවක් කල අතඅැරපු පෙම්වතාව වසර කට පස්සේ හම්බ උන උපාධිධාරිනිය විමතියට පත් උනා     ,Neutral, ගරාජ් රස්සාවක් කල නිසා අතඅැරපු පෙම්වතාව වසර කට පස්සේ හම්බ උන උපාධිධාරිනිය විමතියට පත් උනා     ,,,
   රනිල්ට කිසි දා ඡන්දයෙන් විධායක ජනාධිපති වෙන්න බැහැ දෙමළ ජාතිවාදීන්ට සන්ධීය රාජ්‍යය පිහිටුවා ගන්න විධයක ජනාධිපති බාධාව… ,Political,   රනිල්ට කිසි දා ඡන්දයෙන් විධායක ජනාධිපති වෙන්න බැහැ දෙමළ ජාතිවාදීන්ට සන්ධීය රාජ්‍යය පිහිටුවා ගන්න විධයක ජනාධිපති බාධාව… ,,,
  පලයන් යකො යන්න ලෙඩ පිට දිව්වෙ හහ් 🤪🤪🤪 ,Neutral,  පලයන් යකො යන්න ලෙඩ පිට දිව්වෙ හහ්  ,,🤪 🤪 🤪,
 ගුම්මෝනින් ප්‍රෙන් පුලුවන් එකෙක් ඉන්නවනම් කියාගෙන පලයන්  😂,Neutral, ගුම්මෝනින් ප්‍රෙන් පුලුවන් එකෙක් ඉන්නවනම් කියාගෙන පලයන්  ,😂,😂,face tears joy
 ජනපති දුන් කාලය අවසානයි පලයන් ,Political, ජනපති ට දුන් කාලය අවසානයි දැන් පලයන් ,,,
  මැද අම්ම දෙපැත්තෙ දරුවෝ දෙන්න  😂,Neutral,  මැද අම්ම දෙපැත්තෙ දරුවෝ දෙන්න  ,😂,😂,face tears joy
  සල්ලි  හම්බ කරන්නාට දුකත්  වියදම් කරන්නාට සැපත් ගෙන දේ     😊 🤔 😊,Neutral,  සල්ලි  හම්බ කරන්නාට දුකත්  වියදම් කරන්නාට සැපත් ගෙන දේ       ,😊 😊,😊 🤔 😊,smiling face smiling eyes smiling face smiling eyes
   පුවත  අම්පාරෙ කඩේක හොද්දක පිටි ගුලියක්  යකෝ හම්බයො පෙති දාල ජාතිය වඳ කරනෝ රට ජාතිය අනතුරේ සිංහල ලේ කකියනෝ යන්නෙත්… ,Racist,   පුවත  අම්පාරෙ කඩේක හොද්දක පිටි ගුලියක්  යකෝ හම්බයො පෙති දාල ජාතිය වඳ කරනෝ රට ජාතිය අනතුරේ සිංහල ලේ කකියනෝ යන්නෙත්… ,,,
   යසිත් මාලිංග ඇවිත් හිටියා දොඩන්දුවේ මලු ලැල්ලට තාත්තා හම්බ වෙන්න බස් එකෙන් බැහැලා ගිහින් පොටො එකක් ගහන් එන්න හිතුනා ඇපල්… ,sports,   යසිත් මාලිංග ඇවිත් හිටියා දොඩන්දුවේ මලු ලැල්ලට තාත්තා හම්බ වෙන්න බස් එකෙන් බැහැලා ගිහින් පොටො එකක් ගහන් එන්න හිතුනා ඇපල්… ,,,
   බොරු කියන්න ඕනෙ නැ බ්‍රෑන්ඩඩ් ඒව ගන්නෙ හම්බ කරන නිස සිරාවටම කොලිටි ටිම්බර්ලෑන්ඩ් දෙක මරෙනකන්ම තියාගන්න පුලුවන්න් ,Neutral,   බොරු කියන්න ඕනෙ නැ බ්‍රෑන්ඩඩ් ඒව ගන්නෙ හම්බ කරන නිස සිරාවටම කොලිටි ටිම්බර්ලෑන්ඩ් දෙක මරෙනකන්ම තියාගන්න පුලුවන්න් ,,,
